wip,incentive,quarter,department,day  ,team,targeted_productivity,smv,over_time,no_of_style_change,actual_productivity
5.91354807772679,0.0,1.0,2.0,0.0,8.0,0.8,2.9,960.0,0.0,0.682708333
5.885180761458666,0.0,1.0,2.0,0.0,7.0,0.8,2.9,960.0,0.0,0.667604167
5.4527183582720475,5.0990195135927845,0.0,2.0,0.0,5.0,0.7,45.67,6960.0,0.0,0.603432184
5.149747895866537,0.0,1.0,2.0,0.0,11.0,0.75,4.15,960.0,0.0,0.34583333299999997
6.683387981121782,0.0,1.0,0.0,0.0,1.0,0.8,3.94,1920.0,0.0,0.961059028
6.655383368241126,0.0,1.0,0.0,0.0,11.0,0.8,3.94,2400.0,0.0,0.9395138890000001
6.594580741201321,0.0,1.0,0.0,0.0,4.0,0.8,3.94,3840.0,0.0,0.893663194
6.569873790658062,0.0,1.0,0.0,0.0,3.0,0.75,4.15,1920.0,0.0,0.875390625
5.918493032544179,8.660254037844387,0.0,0.0,0.0,9.0,0.8,26.16,7080.0,0.0,0.850569492
6.494397170587757,0.0,1.0,0.0,0.0,9.0,0.8,2.9,1920.0,0.0,0.8208333329999999
6.4711623431972765,0.0,1.0,0.0,0.0,2.0,0.8,3.94,960.0,0.0,0.804416667
5.951972712289321,7.0710678118654755,0.0,0.0,0.0,7.0,0.8,25.9,6780.0,0.0,0.8006843659999999
5.688354715972526,6.164414002968976,0.0,0.0,0.0,8.0,0.8,25.9,6780.0,0.0,0.8006843659999999
5.808119797909303,7.937253933193772,0.0,0.0,0.0,1.0,0.8,26.16,7080.0,0.0,0.8003186440000001
5.102786800620135,7.0710678118654755,0.0,0.0,0.0,11.0,0.8,19.31,4800.0,0.0,0.800250962
5.165590782113181,7.0710678118654755,0.0,0.0,0.0,6.0,0.8,11.61,7200.0,0.0,0.8002460109999999
5.674723286311786,7.0710678118654755,0.0,0.0,0.0,12.0,0.8,11.61,7200.0,0.0,0.8002460109999999
5.2453439338517365,7.0710678118654755,0.0,0.0,0.0,2.0,0.8,28.08,6900.0,0.0,0.800076522
5.248805066671062,7.0710678118654755,0.0,0.0,0.0,4.0,0.8,28.08,6900.0,0.0,0.800076522
6.411954028166249,0.0,1.0,0.0,0.0,10.0,0.75,2.9,960.0,0.0,0.763375
6.405942230669517,0.0,1.0,0.0,0.0,5.0,0.6,2.9,960.0,0.0,0.759270833
5.736633624679954,6.708203932499369,0.0,0.0,0.0,10.0,0.75,28.08,7020.0,0.0,0.7504
5.542976004952072,6.708203932499369,0.0,0.0,0.0,3.0,0.75,19.87,6600.0,0.0,0.75024303
6.281174932101321,0.0,1.0,0.0,0.0,7.0,0.8,3.94,960.0,0.0,0.676666667
6.262287925911434,0.0,1.0,0.0,0.0,8.0,0.8,2.9,960.0,0.0,0.6645833329999999
5.0800566730232335,4.795831523312719,0.0,0.0,0.0,5.0,0.6,21.98,6960.0,0.0,0.6000287360000001
6.025411456780265,0.0,1.0,4.0,0.0,4.0,0.8,3.94,4440.0,0.0,0.966781346
5.971303224415102,0.0,1.0,4.0,0.0,1.0,0.8,3.94,1440.0,0.0,0.936496212
5.9025178198048796,0.0,1.0,4.0,0.0,3.0,0.75,4.15,1800.0,0.0,0.899166667
5.882768097474915,0.0,1.0,4.0,0.0,11.0,0.8,4.15,2700.0,0.0,0.888686869
5.824044391681469,0.0,1.0,4.0,0.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
5.869656408505053,8.660254037844387,0.0,4.0,0.0,1.0,0.8,26.16,10620.0,0.0,0.850502311
6.01038964929703,8.660254037844387,0.0,4.0,0.0,9.0,0.8,26.16,10620.0,0.0,0.850502311
5.726967800027259,0.0,1.0,4.0,0.0,10.0,0.75,3.94,1440.0,0.0,0.8096401520000001
5.719292931886592,0.0,1.0,4.0,0.0,2.0,0.8,3.94,1440.0,0.0,0.805909091
5.172830590742297,7.0710678118654755,0.0,4.0,0.0,2.0,0.8,28.08,10350.0,0.0,0.800594466
5.514871952411144,7.0710678118654755,0.0,4.0,0.0,4.0,0.8,28.08,10350.0,0.0,0.800594466
5.57065896446424,7.0710678118654755,0.0,4.0,0.0,3.0,0.8,19.87,9900.0,0.0,0.8002738290000001
5.760322911614774,7.0710678118654755,0.0,4.0,0.0,12.0,0.8,11.61,5310.0,0.0,0.8001409690000001
5.671985180189633,6.164414002968976,0.0,4.0,0.0,7.0,0.8,25.9,10170.0,0.0,0.800128721
5.736633624679954,6.164414002968976,0.0,4.0,0.0,8.0,0.8,25.9,10170.0,0.0,0.800128721
5.492377104496441,6.164414002968976,0.0,4.0,0.0,6.0,0.8,11.61,4470.0,0.0,0.80007657
5.896666626275172,6.708203932499369,0.0,4.0,0.0,10.0,0.75,28.08,10530.0,0.0,0.750545455
4.928480049973038,6.708203932499369,0.0,4.0,0.0,11.0,0.75,19.31,9900.0,0.0,0.7500578509999999
5.442507509176179,0.0,1.0,4.0,0.0,8.0,0.8,2.9,1440.0,0.0,0.681060606
5.331542066522949,5.916079783099616,0.0,4.0,0.0,5.0,0.65,21.98,10440.0,0.0,0.649983281
5.280386049592921,0.0,1.0,4.0,0.0,7.0,0.8,2.9,1440.0,0.0,0.61625
5.788781608937153,0.0,1.0,5.0,0.0,1.0,0.8,3.94,1440.0,0.0,0.951420455
5.642405438258201,0.0,1.0,5.0,0.0,9.0,0.8,3.94,1440.0,0.0,0.880530303
5.859741412961736,8.660254037844387,0.0,5.0,0.0,1.0,0.8,26.16,10620.0,0.0,0.850502311
6.032148108039167,8.660254037844387,0.0,5.0,0.0,9.0,0.8,26.16,10620.0,0.0,0.850502311
5.804288160993218,7.745966692414834,0.0,5.0,0.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
5.5306623058983595,0.0,1.0,5.0,0.0,3.0,0.75,4.15,2700.0,0.0,0.83
5.524238311929411,0.0,1.0,5.0,0.0,4.0,0.8,3.94,4440.0,0.0,0.827186544
5.492363738853036,0.0,1.0,5.0,0.0,2.0,0.8,3.94,1440.0,0.0,0.8133712120000001
5.4749137819132,0.0,1.0,5.0,0.0,10.0,0.75,3.94,1440.0,0.0,0.805909091
5.471929748696247,0.0,1.0,5.0,0.0,7.0,0.8,2.9,1440.0,0.0,0.804640152
5.277951928008462,7.937253933193772,0.0,5.0,0.0,2.0,0.8,28.08,10350.0,0.0,0.800594466
5.609301689613829,7.0710678118654755,0.0,5.0,0.0,4.0,0.8,28.08,10350.0,0.0,0.800594466
5.603627123231449,7.0710678118654755,0.0,5.0,0.0,6.0,0.8,11.41,5490.0,0.0,0.8003437659999999
5.51338084183755,7.0710678118654755,0.0,5.0,0.0,3.0,0.8,19.87,9900.0,0.0,0.8002738290000001
5.785015217038156,7.0710678118654755,0.0,5.0,0.0,12.0,0.8,11.61,5670.0,0.0,0.8002467529999999
5.7139876999017964,7.0710678118654755,0.0,5.0,0.0,7.0,0.8,25.9,10170.0,0.0,0.800128721
5.815760401751049,8.306623862918075,0.0,5.0,0.0,10.0,0.75,28.08,10530.0,0.0,0.8
4.508037425854135,6.324555320336759,0.0,5.0,0.0,5.0,0.7,21.98,9720.0,0.0,0.7004808309999999
5.1545166984201645,0.0,1.0,5.0,0.0,8.0,0.8,2.9,1440.0,0.0,0.681060606
5.113064705985357,0.0,1.0,5.0,0.0,6.0,0.8,2.9,1800.0,0.0,0.666515152
4.881879819867135,6.324555320336759,0.0,5.0,0.0,11.0,0.8,31.83,9900.0,0.0,0.412119835
3.581905424892565,0.0,1.0,5.0,0.0,5.0,0.7,4.15,1440.0,0.0,0.330113636
6.181557841771653,0.0,1.0,3.0,1.0,1.0,0.8,3.94,1440.0,0.0,0.9476893940000001
6.1356933213569205,0.0,1.0,3.0,1.0,4.0,0.8,3.94,12600.0,0.0,0.919905405
5.905183447474379,9.38083151964686,0.0,3.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.9002157159999999
6.088096711493042,0.0,1.0,3.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.891723485
5.8721273231371045,8.660254037844387,0.0,3.0,1.0,1.0,0.8,26.16,10620.0,0.0,0.850502311
5.540037771211097,8.660254037844387,0.0,3.0,1.0,4.0,0.8,28.08,10530.0,0.0,0.8501818179999999
5.692425097622216,7.745966692414834,0.0,3.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.850136766
5.659614364609476,7.745966692414834,0.0,3.0,1.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
5.990121538443604,0.0,1.0,3.0,1.0,2.0,0.8,3.94,1440.0,0.0,0.8357575759999999
5.964112298061845,0.0,1.0,3.0,1.0,5.0,0.7,4.15,3840.0,0.0,0.8213541670000001
5.289814473047844,7.937253933193772,0.0,3.0,1.0,2.0,0.8,28.08,10050.0,0.0,0.8004972459999999
5.4105972255019035,7.0710678118654755,0.0,3.0,1.0,3.0,0.8,19.87,9900.0,0.0,0.8002738290000001
4.838326138391174,7.937253933193772,0.0,3.0,1.0,12.0,0.8,11.61,15120.0,0.0,0.800107143
4.502569814307524,7.0710678118654755,0.0,3.0,1.0,6.0,0.8,11.41,14640.0,0.0,0.800024932
5.7139876999017964,8.306623862918075,0.0,3.0,1.0,10.0,0.75,28.08,10530.0,0.0,0.8
5.88708832086766,0.0,1.0,3.0,1.0,10.0,0.75,3.94,1440.0,0.0,0.779791667
5.802491918088534,0.0,1.0,3.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.735984848
5.7558275878078735,0.0,1.0,3.0,1.0,3.0,0.75,4.15,2160.0,0.0,0.712626263
5.6909065053859305,0.0,1.0,3.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.681060606
5.307763247755133,0.0,1.0,3.0,1.0,11.0,0.8,4.15,900.0,0.0,0.5156060610000001
4.115953637505823,6.164414002968976,0.0,3.0,1.0,11.0,0.35,12.52,25920.0,0.0,0.349951389
5.187219688247975,0.0,0.0,3.0,1.0,5.0,0.7,42.41,10260.0,0.0,0.23370547600000002
6.567738889167086,0.0,1.0,1.0,1.0,1.0,0.8,3.94,2160.0,0.0,0.985
6.492042706396953,0.0,1.0,1.0,1.0,3.0,0.75,4.15,2760.0,0.0,0.930340376
6.465455033425557,0.0,1.0,1.0,1.0,4.0,0.8,3.94,6000.0,0.0,0.911589744
6.387814847134371,0.0,1.0,1.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
5.787596085499441,8.660254037844387,0.0,1.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.8511741140000001
5.580754698496868,7.745966692414834,0.0,1.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.850136766
5.833472298241169,7.745966692414834,0.0,1.0,1.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
6.371190984052451,0.0,1.0,1.0,1.0,10.0,0.8,3.94,1440.0,0.0,0.846950758
6.326703131564794,0.0,1.0,1.0,1.0,11.0,0.8,4.15,1440.0,0.0,0.8174242420000001
6.326212820312492,0.0,1.0,1.0,1.0,2.0,0.8,3.94,1440.0,0.0,0.8171022729999999
5.068576245587143,7.937253933193772,0.0,1.0,1.0,4.0,0.8,28.08,10440.0,0.0,0.8010282129999999
5.2314304321865945,7.937253933193772,0.0,1.0,1.0,2.0,0.8,28.08,10350.0,0.0,0.800594466
5.466544209550296,7.0710678118654755,0.0,1.0,1.0,12.0,0.8,11.61,4710.0,0.0,0.800346445
5.457338657594089,7.0710678118654755,0.0,1.0,1.0,6.0,0.8,11.41,5490.0,0.0,0.8003437659999999
6.044638269813192,7.937253933193772,0.0,1.0,1.0,1.0,0.8,26.16,10620.0,0.0,0.8001171029999999
5.735308919909811,7.937253933193772,0.0,1.0,1.0,10.0,0.8,28.08,10530.0,0.0,0.8
5.726010183496882,6.708203932499369,0.0,1.0,1.0,3.0,0.75,19.87,7080.0,0.0,0.7500983509999999
5.2314304321865945,6.164414002968976,0.0,1.0,1.0,11.0,0.5,12.52,9540.0,0.0,0.673245283
6.089308859749427,0.0,1.0,1.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.670075758
6.017706297434181,0.0,1.0,1.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.628882576
5.5749924247338765,0.0,0.0,1.0,1.0,5.0,0.5,20.79,7680.0,0.0,0.388007813
5.419516777956809,0.0,1.0,1.0,1.0,5.0,0.5,4.15,1440.0,0.0,0.337973485
6.336909390563671,0.0,1.0,2.0,1.0,3.0,0.75,4.15,1440.0,0.0,0.93532197
6.322192794250045,0.0,1.0,2.0,1.0,4.0,0.8,3.94,3600.0,0.0,0.9256439390000001
5.752458971218187,9.38083151964686,0.0,2.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.9002157159999999
6.240391567051034,0.0,1.0,2.0,1.0,1.0,0.8,3.94,1440.0,0.0,0.873068182
6.216574760768109,0.0,1.0,2.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
6.09825450137776,8.660254037844387,0.0,2.0,1.0,1.0,0.8,26.16,10620.0,0.0,0.850502311
5.640208102647786,6.708203932499369,0.0,2.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.850136766
5.896666626275172,7.745966692414834,0.0,2.0,1.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
6.1681027325623035,0.0,1.0,2.0,1.0,10.0,0.8,3.94,1440.0,0.0,0.828295455
6.155804397143613,0.0,1.0,2.0,1.0,2.0,0.8,3.94,1440.0,0.0,0.8208333329999999
5.457338657594089,7.0710678118654755,0.0,2.0,1.0,6.0,0.8,11.41,5490.0,0.0,0.8003437659999999
5.4711295994695215,7.0710678118654755,0.0,2.0,1.0,12.0,0.8,11.61,5670.0,0.0,0.8002467529999999
5.326586328805928,7.937253933193772,0.0,2.0,1.0,2.0,0.8,28.08,10530.0,0.0,0.8
5.253983963021254,6.164414002968976,0.0,2.0,1.0,10.0,0.8,28.08,10530.0,0.0,0.8
5.682913911358352,0.0,0.0,2.0,1.0,3.0,0.8,19.87,6420.0,0.0,0.690182815
5.886094169702,0.0,1.0,2.0,1.0,11.0,0.8,4.15,1440.0,0.0,0.668087121
5.858504900951985,0.0,1.0,2.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.653598485
5.771316686851719,0.0,1.0,2.0,1.0,5.0,0.5,4.15,1440.0,0.0,0.609138258
5.369084708849279,5.477225575051661,0.0,2.0,1.0,11.0,0.6,12.52,9540.0,0.0,0.6002298460000001
5.747520501557822,0.0,1.0,2.0,1.0,6.0,0.8,2.9,1440.0,0.0,0.597348485
5.733429088597008,0.0,1.0,2.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.590435606
4.868936144812272,0.0,0.0,2.0,1.0,4.0,0.8,50.48,10440.0,0.0,0.473134796
5.895446920629982,0.0,0.0,2.0,1.0,5.0,0.6,20.79,7980.0,0.0,0.452979626
6.675744354585157,0.0,1.0,0.0,1.0,1.0,0.8,3.94,1440.0,0.0,0.955151515
6.65891215420179,0.0,1.0,0.0,1.0,4.0,0.35,4.3,3240.0,0.0,0.942213805
6.610377990531568,0.0,1.0,0.0,1.0,3.0,0.8,4.15,1800.0,0.0,0.905454545
6.576851497134331,0.0,1.0,0.0,1.0,2.0,0.8,3.94,1440.0,0.0,0.880530303
6.546295469039894,0.0,1.0,0.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
5.75770517728214,8.660254037844387,0.0,0.0,1.0,1.0,0.8,26.16,8220.0,0.0,0.850522167
5.7498304765995565,8.660254037844387,0.0,0.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.850502311
5.666497041030256,7.745966692414834,0.0,0.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.850136766
5.925715124114462,7.745966692414834,0.0,0.0,1.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
6.48959272034137,0.0,1.0,0.0,1.0,6.0,0.8,2.9,1440.0,0.0,0.8174242420000001
6.478474950078131,0.0,1.0,0.0,1.0,5.0,0.65,4.15,1440.0,0.0,0.809564394
5.538566899510733,0.0,0.0,0.0,1.0,3.0,0.8,19.87,9900.0,0.0,0.8002738290000001
5.388363599639129,7.0710678118654755,0.0,0.0,1.0,6.0,0.8,11.41,5670.0,0.0,0.800181818
5.2505330685731755,7.0710678118654755,0.0,0.0,1.0,12.0,0.8,11.61,4470.0,0.0,0.80007657
5.210349692774608,7.937253933193772,0.0,0.0,1.0,2.0,0.8,28.08,10530.0,0.0,0.8
6.355068663375676,0.0,1.0,0.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.725
4.418056280305078,6.708203932499369,0.0,0.0,1.0,10.0,0.8,50.48,6930.0,0.0,0.688557555
5.811943866565564,0.0,0.0,0.0,1.0,5.0,0.65,20.79,8460.0,0.0,0.650040783
5.6290282496635,6.6332495807108,0.0,0.0,1.0,11.0,0.65,12.52,9540.0,0.0,0.64998056
6.236254278707604,0.0,1.0,0.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.648106061
6.224250289740575,0.0,1.0,0.0,1.0,11.0,0.8,4.15,1440.0,0.0,0.640577652
4.909576518029626,0.0,0.0,0.0,1.0,4.0,0.35,22.4,7350.0,0.0,0.35063299
5.466043681601512,0.0,1.0,0.0,1.0,10.0,0.8,3.94,1440.0,0.0,0.24625
5.999221660217851,0.0,1.0,4.0,1.0,4.0,0.35,4.3,2160.0,0.0,0.952020202
5.998150290461813,0.0,1.0,4.0,1.0,1.0,0.8,3.94,1440.0,0.0,0.951420455
5.927855754440525,0.0,1.0,4.0,1.0,10.0,0.8,3.94,5400.0,0.0,0.912766667
5.9064440634297934,0.0,1.0,4.0,1.0,3.0,0.8,4.15,1620.0,0.0,0.901262626
5.824044391681469,0.0,1.0,4.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
5.72334506283855,8.660254037844387,0.0,4.0,1.0,1.0,0.8,26.16,10620.0,0.0,0.850502311
5.830951894845301,8.660254037844387,0.0,4.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.850502311
5.899103769439103,7.745966692414834,0.0,4.0,1.0,8.0,0.8,25.9,10260.0,0.0,0.850252525
5.792747488983534,7.745966692414834,0.0,4.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.850136766
5.750865375409766,0.0,1.0,4.0,1.0,5.0,0.65,4.15,1440.0,0.0,0.8213541670000001
5.719292931886592,0.0,1.0,4.0,1.0,2.0,0.8,3.94,1440.0,0.0,0.805909091
5.6290282496635,7.0710678118654755,0.0,4.0,1.0,6.0,0.8,11.61,5670.0,0.0,0.8002467529999999
5.70996329005732,7.0710678118654755,0.0,4.0,1.0,12.0,0.8,11.61,5670.0,0.0,0.8002467529999999
5.185427592735,7.0710678118654755,0.0,4.0,1.0,2.0,0.8,28.08,10530.0,0.0,0.8
4.643690197768131,7.3484692283495345,0.0,4.0,1.0,3.0,0.8,42.27,9900.0,0.0,0.705576584
5.442507509176179,0.0,1.0,4.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.681060606
5.416040438125821,0.0,1.0,4.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.670075758
5.2407303163766334,0.0,1.0,4.0,1.0,11.0,0.8,4.15,1440.0,0.0,0.601278409
4.798096379444943,6.082762530298219,0.0,4.0,1.0,11.0,0.7,27.13,9540.0,0.0,0.582301029
6.00115707266009,0.0,0.0,4.0,1.0,5.0,0.7,20.79,10440.0,0.0,0.526810345
5.289814473047844,4.795831523312719,0.0,4.0,1.0,4.0,0.5,22.4,10170.0,0.0,0.500380799
5.171023488076792,4.795831523312719,0.0,4.0,1.0,10.0,0.35,22.4,10170.0,0.0,0.35020649
5.755066872735195,0.0,1.0,5.0,1.0,11.0,0.8,4.15,1980.0,0.0,0.934607438
5.700637089970733,0.0,1.0,5.0,1.0,4.0,0.35,4.3,2700.0,0.0,0.908080808
5.8233710096151645,8.366600265340756,0.0,5.0,1.0,7.0,0.8,25.9,10170.0,0.0,0.900144811
5.666280520135067,0.0,1.0,5.0,1.0,1.0,0.8,3.94,1440.0,0.0,0.891723485
5.607858013812786,0.0,1.0,5.0,1.0,5.0,0.65,4.15,1440.0,0.0,0.864583333
5.593724967651058,0.0,1.0,5.0,1.0,9.0,0.8,3.94,1440.0,0.0,0.8581439390000001
5.9245132753305985,8.660254037844387,0.0,5.0,1.0,9.0,0.8,26.16,10620.0,0.0,0.850502311
5.9076100694976725,7.745966692414834,0.0,5.0,1.0,8.0,0.8,25.9,10170.0,0.0,0.850136766
5.547892483082073,0.0,1.0,5.0,1.0,7.0,0.8,2.9,1440.0,0.0,0.837594697
5.509648941012759,0.0,1.0,5.0,1.0,3.0,0.8,4.15,1440.0,0.0,0.8208333329999999
5.834731275825683,7.0710678118654755,0.0,5.0,1.0,12.0,0.8,11.61,2970.0,0.0,0.800313433
5.583629154612598,6.164414002968976,0.0,5.0,1.0,6.0,0.8,11.61,5670.0,0.0,0.8002467529999999
5.748514876358642,7.937253933193772,0.0,5.0,1.0,1.0,0.8,26.16,10620.0,0.0,0.8001171029999999
5.573549060878368,0.0,0.0,5.0,1.0,5.0,0.7,20.79,7320.0,0.0,0.700095563
5.115412341960261,0.0,1.0,5.0,1.0,8.0,0.8,2.9,1440.0,0.0,0.667329545
5.344690235567577,4.795831523312719,0.0,5.0,1.0,4.0,0.6,22.4,5100.0,0.0,0.6003696860000001
5.547374613892434,4.795831523312719,0.0,5.0,1.0,10.0,0.5,22.4,3390.0,0.0,0.49998033399999997
5.3803559038654925,4.795831523312719,0.0,5.0,1.0,11.0,0.35,14.61,7200.0,0.0,0.35003125
3.6006012546251633,0.0,1.0,5.0,1.0,10.0,0.8,3.94,1260.0,0.0,0.332359307
